density	taxon	op	length	qualifier	sample	comment	unit
521.9	Leucocryptos marina			cf.	ICE11-992		cells/L
265.5	Leucocryptos marina			cf.	ICE11-993		cells/L
265.5	Leucocryptos marina			cf.	ICE11-994		cells/L
265.5	Leucocryptos marina			cf.	ICE11-995		cells/L
265.5	Leucocryptos marina			cf.	ICE11-996		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1059		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1060		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1061		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1062		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1130		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1131		cells/L
1421.9	Leucocryptos marina			cf.	ICE11-1132		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1134		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1197		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1198		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1199		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1200		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1262		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1264		cells/L
7816.4	Leucocryptos marina			cf.	ICE11-1265		cells/L
7816.4	Leucocryptos marina			cf.	ICE11-1328		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1329		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1330		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1331		cells/L
265.5	Leucocryptos marina			cf.	ICE11-1399		cells/L
521.9	Leucocryptos marina			cf.	ICE11-1401		cells/L
2843.7	Coccolithophora				ICE11-745		cells/L
265.5	Coccolithophora				ICE11-992		cells/L
265.5	Coccolithophora				ICE11-996		cells/L
265.5	Coccolithophora				ICE11-1058		cells/L
265.5	Coccolithophora				ICE11-1130		cells/L
265.5	Coccolithophora				ICE11-1131		cells/L
265.5	Coccolithophora				ICE11-1133		cells/L
265.5	Coccolithophora				ICE11-1196		cells/L
521.9	Coccolithophora				ICE11-1197		cells/L
265.5	Coccolithophora				ICE11-1262		cells/L
521.9	Coccolithophora				ICE11-1263		cells/L
265.5	Coccolithophora				ICE11-1329		cells/L
265.5	Pyramimonas sp.				ICE11-34		cells/L
132.7	Pyramimonas sp.				ICE11-96		cells/L
132.7	Pyramimonas sp.				ICE11-456		cells/L
265.5	Pyramimonas sp.				ICE11-175		cells/L
1327.3	Pyramimonas sp.				ICE11-252		cells/L
521.9	Pyramimonas sp.						cells/L
265.5	Pyramimonas sp.				ICE11-330		cells/L
521.9	Pyramimonas sp.				ICE11-331		cells/L
521.9	Pyramimonas sp.				ICE11-332		cells/L
15632.9	Pyramimonas sp.				ICE11-333		cells/L
521.9	Pyramimonas sp.				ICE11-334		cells/L
7816.4	Pyramimonas sp.						cells/L
521.9	Pyramimonas sp.				ICE11-418		cells/L
2866.1	Pyramimonas sp.				ICE11-667		cells/L
265.5	Pyramimonas sp.				ICE11-775		cells/L
265.5	Pyramimonas sp.				ICE11-776		cells/L
521.9	Pyramimonas sp.				ICE11-777		cells/L
265.5	Pyramimonas sp.				ICE11-778		cells/L
265.5	Pyramimonas sp.				ICE11-745		cells/L
7816.4	Pyramimonas sp.						cells/L
265.5	Pyramimonas sp.				ICE11-878		cells/L
521.9	Pyramimonas sp.				ICE11-879		cells/L
7816.4	Pyramimonas sp.				ICE11-880		cells/L
1421.9	Pyramimonas sp.				ICE11-881		cells/L
1327.3	Pyramimonas sp.				ICE11-864		cells/L
265.5	Pyramimonas sp.				ICE11-945		cells/L
1421.9	Pyramimonas sp.				ICE11-947		cells/L
521.9	Pyramimonas sp.				ICE11-930		cells/L
265.5	Pyramimonas sp.				ICE11-993		cells/L
521.9	Pyramimonas sp.				ICE11-994		cells/L
265.5	Pyramimonas sp.				ICE11-995		cells/L
265.5	Pyramimonas sp.				ICE11-996		cells/L
265.5	Pyramimonas sp.				ICE11-1059		cells/L
1421.9	Pyramimonas sp.				ICE11-1060		cells/L
521.9	Pyramimonas sp.				ICE11-1061		cells/L
265.5	Pyramimonas sp.				ICE11-1062		cells/L
265.5	Pyramimonas sp.				ICE11-1131		cells/L
521.9	Pyramimonas sp.				ICE11-1132		cells/L
265.5	Pyramimonas sp.				ICE11-1133		cells/L
521.9	Pyramimonas sp.				ICE11-1134		cells/L
1421.9	Pyramimonas sp.				ICE11-1198		cells/L
521.9	Pyramimonas sp.				ICE11-1199		cells/L
521.9	Pyramimonas sp.				ICE11-1200		cells/L
1421.9	Pyramimonas sp.				ICE11-1264		cells/L
521.9	Pyramimonas sp.				ICE11-1265		cells/L
265.5	Pyramimonas sp.				ICE11-1266		cells/L
521.9	Pyramimonas sp.				ICE11-1328		cells/L
521.9	Pyramimonas sp.				ICE11-1329		cells/L
521.9	Pyramimonas sp.				ICE11-1330		cells/L
265.5	Pyramimonas sp.				ICE11-1331		cells/L
265.5	Pyramimonas sp.				ICE11-1332		cells/L
1421.9	Pyramimonas sp.				ICE11-1399		cells/L
1327.3	Pyramimonas sp.				ICE11-1400		cells/L
15632.9	Pyramimonas sp.				ICE11-1401		cells/L
15632.9	Pyramimonas sp.				ICE11-1402		cells/L
1421.9	Pyramimonas sp.				ICE11-1403		cells/L
521.9	Pyramimonas sp.				ICE11-1472		cells/L
265.5	Cryptomonas sp.				ICE11-252		cells/L
132.7	Gyrodinium flagellare				ICE11-96		cells/L
132.7	Gyrodinium flagellare				ICE11-456		cells/L
265.5	Gyrodinium flagellare				ICE11-330		cells/L
521.9	Gyrodinium flagellare				ICE11-331		cells/L
521.9	Gyrodinium flagellare				ICE11-667		cells/L
521.9	Gyrodinium flagellare				ICE11-776		cells/L
265.5	Gyrodinium flagellare				ICE11-777		cells/L
265.5	Gyrodinium flagellare				ICE11-778		cells/L
265.5	Gyrodinium flagellare						cells/L
1421.9	Gyrodinium flagellare				ICE11-878		cells/L
18238.3	Gyrodinium flagellare				ICE11-879		cells/L
521.9	Gyrodinium flagellare				ICE11-880		cells/L
265.5	Gyrodinium flagellare				ICE11-881		cells/L
521.9	Gyrodinium flagellare				ICE11-864		cells/L
521.9	Gyrodinium flagellare				ICE11-944		cells/L
1327.3	Gyrodinium flagellare				ICE11-945		cells/L
521.9	Gyrodinium flagellare				ICE11-930		cells/L
265.5	Gyrodinium flagellare				ICE11-992		cells/L
7816.4	Gyrodinium flagellare				ICE11-993		cells/L
521.9	Gyrodinium flagellare				ICE11-994		cells/L
265.5	Gyrodinium flagellare				ICE11-995		cells/L
265.5	Gyrodinium flagellare				ICE11-996		cells/L
7816.4	Gyrodinium flagellare				ICE11-1059		cells/L
265.5	Gyrodinium flagellare				ICE11-1061		cells/L
265.5	Gyrodinium flagellare				ICE11-1062		cells/L
521.9	Gyrodinium flagellare				ICE11-1130		cells/L
15632.9	Gyrodinium flagellare				ICE11-1131		cells/L
521.9	Gyrodinium flagellare				ICE11-1132		cells/L
265.5	Gyrodinium flagellare				ICE11-1133		cells/L
1327.3	Gyrodinium flagellare				ICE11-1196		cells/L
7816.4	Gyrodinium flagellare				ICE11-1197		cells/L
521.9	Gyrodinium flagellare				ICE11-1199		cells/L
7816.4	Gyrodinium flagellare				ICE11-1200		cells/L
1421.9	Gyrodinium flagellare				ICE11-1262		cells/L
1421.9	Gyrodinium flagellare				ICE11-1263		cells/L
521.9	Gyrodinium flagellare				ICE11-1265		cells/L
7816.4	Gyrodinium flagellare				ICE11-1266		cells/L
521.9	Gyrodinium flagellare				ICE11-1328		cells/L
1421.9	Gyrodinium flagellare				ICE11-1329		cells/L
521.9	Gyrodinium flagellare				ICE11-1332		cells/L
521.9	Gyrodinium flagellare				ICE11-1399		cells/L
521.9	Gyrodinium flagellare				ICE11-1400		cells/L
265.5	Gyrodinium flagellare				ICE11-1402		cells/L
265.5	Gyrodinium flagellare				ICE11-1403		cells/L
265.5	Flagellate			with lobes	ICE11-34		cells/L
398.2	Flagellate			with lobes	ICE11-96		cells/L
2843.7	Flagellate			with lobes	ICE11-175		cells/L
265.5	Flagellate			with lobes	ICE11-252		cells/L
265.5	Flagellate			with lobes	ICE11-331		cells/L
1327.3	Flagellate			with lobes	ICE11-332		cells/L
521.9	Flagellate			with lobes	ICE11-333		cells/L
2843.7	Flagellate			with lobes	ICE11-334		cells/L
1421.9	Flagellate			with lobes			cells/L
521.9	Flagellate			with lobes	ICE11-418		cells/L
521.9	Flagellate			with lobes	ICE11-667		cells/L
521.9	Flagellate			with lobes	ICE11-775		cells/L
1327.3	Flagellate			with lobes	ICE11-776		cells/L
1421.9	Flagellate			with lobes	ICE11-777		cells/L
521.9	Flagellate			with lobes	ICE11-778		cells/L
265.5	Flagellate			with lobes	ICE11-878		cells/L
521.9	Flagellate			with lobes	ICE11-879		cells/L
23449.3	Flagellate			with lobes	ICE11-880		cells/L
1327.3	Flagellate			with lobes	ICE11-881		cells/L
18238.3	Flagellate			with lobes	ICE11-864		cells/L
265.5	Flagellate			with lobes	ICE11-944		cells/L
1327.3	Flagellate			with lobes	ICE11-945		cells/L
2843.7	Flagellate			with lobes	ICE11-947		cells/L
33871.8	Flagellate			with lobes	ICE11-930		cells/L
265.5	Flagellate			with lobes	ICE11-993		cells/L
18238.3	Flagellate			with lobes	ICE11-994		cells/L
1327.3	Flagellate			with lobes	ICE11-995		cells/L
18238.3	Flagellate			with lobes	ICE11-996		cells/L
18238.3	Flagellate			with lobes	ICE11-1059		cells/L
15632.9	Flagellate			with lobes	ICE11-1060		cells/L
15632.9	Flagellate			with lobes	ICE11-1061		cells/L
18238.3	Flagellate			with lobes	ICE11-1062		cells/L
265.5	Flagellate			with lobes	ICE11-1130		cells/L
1421.9	Flagellate			with lobes	ICE11-1132		cells/L
7816.4	Flagellate			with lobes	ICE11-1133		cells/L
521.9	Flagellate			with lobes	ICE11-1134		cells/L
521.9	Flagellate			with lobes	ICE11-1197		cells/L
2843.7	Flagellate			with lobes	ICE11-1198		cells/L
18238.3	Flagellate			with lobes	ICE11-1199		cells/L
15632.9	Flagellate			with lobes	ICE11-1200		cells/L
521.9	Flagellate			with lobes	ICE11-1262		cells/L
521.9	Flagellate			with lobes	ICE11-1263		cells/L
1421.9	Flagellate			with lobes	ICE11-1264		cells/L
15632.9	Flagellate			with lobes	ICE11-1265		cells/L
18238.3	Flagellate			with lobes	ICE11-1266		cells/L
1421.9	Flagellate			with lobes	ICE11-1330		cells/L
1421.9	Flagellate			with lobes	ICE11-1331		cells/L
1327.3	Flagellate			with lobes	ICE11-1332		cells/L
265.5	Flagellate			with lobes	ICE11-1399		cells/L
521.9	Flagellate			with lobes	ICE11-1400		cells/L
521.9	Flagellate			with lobes	ICE11-1401		cells/L
1421.9	Flagellate			with lobes	ICE11-1402		cells/L
265.5	Flagellate			with lobes	ICE11-1403		cells/L
15632.9	Flagellate			with lobes	ICE11-1472		cells/L
278785.3	Coccolithophora	<	5		ICE11-34		cells/L
91191.4	Coccolithophora	<	5		ICE11-96		cells/L
18629.9	Coccolithophora	<	5		ICE11-456		cells/L
1313155.7	Coccolithophora	<	5		ICE11-175		cells/L
85984.4	Coccolithophora	<	5		ICE11-252		cells/L
44814.4	Coccolithophora	<	5				cells/L
565386.5	Coccolithophora	<	5		ICE11-330		cells/L
549753.7	Coccolithophora	<	5		ICE11-331		cells/L
737347.3	Coccolithophora	<	5		ICE11-332		cells/L
131765.2	Coccolithophora	<	5		ICE11-333		cells/L
1125562	Coccolithophora	<	5		ICE11-334		cells/L
359554.5	Coccolithophora	<	5				cells/L
164144.5	Coccolithophora	<	5		ICE11-418		cells/L
591441.1	Coccolithophora	<	5		ICE11-667		cells/L
148511.7	Coccolithophora	<	5		ICE11-775		cells/L
11464.6	Coccolithophora	<	5		ICE11-776		cells/L
14695.2	Coccolithophora	<	5		ICE11-777		cells/L
13273.4	Coccolithophora	<	5		ICE11-778		cells/L
263152.2	Coccolithophora	<	5		ICE11-745		cells/L
5546.7	Coccolithophora	<	5				cells/L
937968.3	Coccolithophora	<	5		ICE11-878		cells/L
661788.8	Coccolithophora	<	5		ICE11-879		cells/L
578413.9	Coccolithophora	<	5		ICE11-880		cells/L
758191.7	Coccolithophora	<	5		ICE11-881		cells/L
617495.8	Coccolithophora	<	5		ICE11-864		cells/L
19815.5	Coccolithophora	<	5		ICE11-944		cells/L
48211.5	Coccolithophora	<	5		ICE11-945		cells/L
1633.8	Coccolithophora	<	5		ICE11-947		cells/L
88648.5	Coccolithophora	<	5		ICE11-930		cells/L
12562.4	Coccolithophora	<	5		ICE11-992		cells/L
294417.8	Coccolithophora	<	5		ICE11-993		cells/L
513277.1	Coccolithophora	<	5		ICE11-994		cells/L
78687.2	Coccolithophora	<	5		ICE11-995		cells/L
52855.2	Coccolithophora	<	5		ICE11-996		cells/L
19429.6	Coccolithophora	<	5		ICE11-1058		cells/L
677421.6	Coccolithophora	<	5		ICE11-1059		cells/L
152684.9	Coccolithophora	<	5		ICE11-1060		cells/L
982261.3	Coccolithophora	<	5		ICE11-1061		cells/L
685238	Coccolithophora	<	5		ICE11-1062		cells/L
216253.8	Coccolithophora	<	5		ICE11-1130		cells/L
11235.2	Coccolithophora	<	5		ICE11-1131		cells/L
776429.3	Coccolithophora	<	5		ICE11-1132		cells/L
617495.8	Coccolithophora	<	5		ICE11-1133		cells/L
466378.7	Coccolithophora	<	5		ICE11-1134		cells/L
14596.2	Coccolithophora	<	5		ICE11-1196		cells/L
23226.5	Coccolithophora	<	5		ICE11-1197		cells/L
73476.2	Coccolithophora	<	5		ICE11-1198		cells/L
591441.1	Coccolithophora	<	5		ICE11-1199		cells/L
4768.6	Coccolithophora	<	5		ICE11-1200		cells/L
88585.9	Coccolithophora	<	5		ICE11-1262		cells/L
153722.6	Coccolithophora	<	5		ICE11-1263		cells/L
56279	Coccolithophora	<	5		ICE11-1264		cells/L
42285.7	Coccolithophora	<	5		ICE11-1265		cells/L
44324.2	Coccolithophora	<	5		ICE11-1266		cells/L
16824.2	Coccolithophora	<	5		ICE11-1328		cells/L
9642.4	Coccolithophora	<	5		ICE11-1329		cells/L
81295.9	Coccolithophora	<	5		ICE11-1330		cells/L
268363.2	Coccolithophora	<	5		ICE11-1331		cells/L
375187.3	Coccolithophora	<	5		ICE11-1332		cells/L
8769.5	Coccolithophora	<	5		ICE11-1399		cells/L
19284.6	Coccolithophora	<	5		ICE11-1400		cells/L
588835.7	Coccolithophora	<	5		ICE11-1401		cells/L
76796.5	Coccolithophora	<	5		ICE11-1402		cells/L
69679.4	Coccolithophora	<	5		ICE11-1403		cells/L
51671.6	Coccolithophora	<	5		ICE11-1472		cells/L
521.9	Chaetoceros socialis				ICE11-34		cells/L
265.5	Chaetoceros socialis				ICE11-96		cells/L
93796.8	Chaetoceros socialis				ICE11-175		cells/L
93796.8	Chaetoceros socialis				ICE11-252		cells/L
28661.4	Chaetoceros socialis						cells/L
14218.7	Chaetoceros socialis				ICE11-330		cells/L
2654.7	Chaetoceros socialis				ICE11-331		cells/L
59925.8	Chaetoceros socialis				ICE11-332		cells/L
177171.8	Chaetoceros socialis				ICE11-333		cells/L
12562.4	Chaetoceros socialis				ICE11-334		cells/L
7347.6	Chaetoceros socialis						cells/L
7816.4	Chaetoceros socialis				ICE11-418		cells/L
93796.8	Chaetoceros socialis				ICE11-667		cells/L
7816.4	Chaetoceros socialis				ICE11-775		cells/L
328288.9	Chaetoceros socialis				ICE11-776		cells/L
44814.4	Chaetoceros socialis				ICE11-777		cells/L
95361.1	Chaetoceros socialis				ICE11-778		cells/L
518488.6	Chaetoceros socialis				ICE11-745		cells/L
414269.3	Chaetoceros socialis						cells/L
18238.3	Chaetoceros socialis				ICE11-878		cells/L
497644.4	Chaetoceros socialis				ICE11-879		cells/L
25124.9	Chaetoceros socialis				ICE11-880		cells/L
388214.7	Chaetoceros socialis				ICE11-881		cells/L
283996	Chaetoceros socialis				ICE11-864		cells/L
1421.9	Chaetoceros socialis				ICE11-944		cells/L
36737.9	Chaetoceros socialis				ICE11-945		cells/L
49538.8	Chaetoceros socialis				ICE11-947		cells/L
4958.4	Chaetoceros socialis				ICE11-930		cells/L
33871.8	Chaetoceros socialis				ICE11-992		cells/L
59925.8	Chaetoceros socialis				ICE11-993		cells/L
635734.9	Chaetoceros socialis				ICE11-994		cells/L
69679.4	Chaetoceros socialis				ICE11-995		cells/L
64355.5	Chaetoceros socialis				ICE11-996		cells/L
1421.9	Chaetoceros socialis				ICE11-1058		cells/L
38569.2	Chaetoceros socialis				ICE11-1059		cells/L
91491.8	Chaetoceros socialis				ICE11-1060		cells/L
596652.8	Chaetoceros socialis				ICE11-1061		cells/L
57597.4	Chaetoceros socialis				ICE11-1062		cells/L
72953.9	Chaetoceros socialis				ICE11-1130		cells/L
122457	Chaetoceros socialis				ICE11-1131		cells/L
666999.7	Chaetoceros socialis				ICE11-1132		cells/L
578413.9	Chaetoceros socialis				ICE11-1133		cells/L
47946.4	Chaetoceros socialis				ICE11-1134		cells/L
5732.3	Chaetoceros socialis				ICE11-1196		cells/L
132878.8	Chaetoceros socialis				ICE11-1197		cells/L
67221.6	Chaetoceros socialis				ICE11-1198		cells/L
487222.4	Chaetoceros socialis				ICE11-1199		cells/L
5546.7	Chaetoceros socialis				ICE11-1200		cells/L
997.8	Chaetoceros socialis				ICE11-1262		cells/L
41243	Chaetoceros socialis				ICE11-1263		cells/L
635734.9	Chaetoceros socialis				ICE11-1264		cells/L
42992.2	Chaetoceros socialis				ICE11-1265		cells/L
333499.9	Chaetoceros socialis				ICE11-1266		cells/L
93796.8	Chaetoceros socialis				ICE11-1328		cells/L
213648.3	Chaetoceros socialis				ICE11-1329		cells/L
61489.4	Chaetoceros socialis				ICE11-1330		cells/L
5249.8	Chaetoceros socialis				ICE11-1331		cells/L
541937.3	Chaetoceros socialis				ICE11-1332		cells/L
265757.7	Chaetoceros socialis				ICE11-1399		cells/L
813.4	Chaetoceros socialis				ICE11-1400		cells/L
64468.5	Chaetoceros socialis				ICE11-1401		cells/L
59446.6	Chaetoceros socialis				ICE11-1402		cells/L
63523.2	Chaetoceros socialis				ICE11-1403		cells/L
121343.3	Chaetoceros socialis				ICE11-1472		cells/L
521.9	Skeletonema marinoi			cf.	ICE11-667		cells/L
1421.9	Skeletonema marinoi			cf.	ICE11-864		cells/L
265.5	Skeletonema marinoi			cf.	ICE11-945		cells/L
521.9	Skeletonema marinoi			cf.	ICE11-930		cells/L
521.9	Skeletonema marinoi			cf.	ICE11-995		cells/L
7816.4	Skeletonema marinoi			cf.	ICE11-1058		cells/L
7816.4	Skeletonema marinoi			cf.	ICE11-1200		cells/L
7816.4	Skeletonema marinoi			cf.	ICE11-1262		cells/L
1421.9	Skeletonema marinoi			cf.	ICE11-1263		cells/L
265.5	Pennate			small	ICE11-34		cells/L
132.7	Pennate			small	ICE11-96		cells/L
132.7	Pennate			small	ICE11-456		cells/L
265.5	Pennate			small	ICE11-330		cells/L
521.9	Pennate			small	ICE11-331		cells/L
521.9	Pennate			small	ICE11-333		cells/L
265.5	Pennate			small			cells/L
521.9	Pennate			small	ICE11-778		cells/L
521.9	Pennate			small	ICE11-745		cells/L
521.9	Pennate			small			cells/L
521.9	Pennate			small	ICE11-878		cells/L
265.5	Pennate			small	ICE11-879		cells/L
265.5	Pennate			small	ICE11-881		cells/L
1421.9	Pennate			small	ICE11-944		cells/L
265.5	Pennate			small	ICE11-945		cells/L
521.9	Pennate			small	ICE11-947		cells/L
265.5	Pennate			small	ICE11-930		cells/L
7816.4	Pennate			small	ICE11-992		cells/L
521.9	Pennate			small	ICE11-995		cells/L
1421.9	Pennate			small	ICE11-1061		cells/L
15632.9	Pennate			small	ICE11-1062		cells/L
521.9	Pennate			small	ICE11-1134		cells/L
265.5	Pennate			small	ICE11-1262		cells/L
521.9	Pennate			small	ICE11-1263		cells/L
521.9	Pennate			small	ICE11-1264		cells/L
521.9	Pennate			small	ICE11-1329		cells/L
521.9	Pennate			small	ICE11-1331		cells/L
521.9	Pennate			small	ICE11-1472		cells/L
1421.9	Thalassiosira minima				ICE11-175		cells/L
1327.3	Thalassiosira minima				ICE11-252		cells/L
2843.7	Thalassiosira minima				ICE11-778		cells/L
521.9	Thalassiosira minima				ICE11-879		cells/L
1421.9	Thalassiosira minima				ICE11-1131		cells/L
265.5	Thalassiosira minima				ICE11-1263		cells/L
521.9	Thalassiosira minima				ICE11-1265		cells/L
7816.4	Thalassiosira minima				ICE11-1328		cells/L
1421.9	Thalassiosira minima				ICE11-1472		cells/L
